30_001,30_002,30_003,30_004,30_005,30_006,30_007,30_008,30_009,30_010
735,,3,2,3,0,30203,30203,,
736,,3,2,4,0,30204,10600,,
737,,1,3,0,0,10300,10300,,
738,,1,6,0,0,10600,10600,,
739,,2,1,0,0,20100,20100,,
740,,2,11,0,0,21100,20400,,
741,,1,2,1,0,10201,10201,,
742,,3,3,8,0,30308,30308,,
743,,3,3,8,0,30308,30308,,
744,,1,2,1,0,10201,10201,,
745,,1,2,1,0,10201,10201,,
746,,2,13,0,0,21300,21300,,
747,,3,1,1,0,30101,30101,,
748,,2,1,0,0,20100,20100,,
749,,2,1,0,0,20100,20100,,
750,,2,7,0,0,20700,20700,,
751,,2,14,0,0,21400,21400,,
752,,2,16,0,0,21600,21600,,
753,,2,1,0,0,20100,20100,,
754,,2,13,0,0,21300,21300,,
755,,1,2,1,0,10201,10201,,
756,,3,3,8,0,30308,30308,,
757,,2,3,0,0,20300,20300,,
758,,2,13,0,0,21300,21300,,
759,,1,2,1,0,10201,10201,,
760,,1,2,1,0,10201,10201,,
761,,1,2,1,0,10201,10201,,
762,,3,2,4,0,30204,21400,,
763,,1,6,0,0,10600,10600,,
764,,1,6,0,0,10600,10600,,
765,,2,16,0,0,21600,21600,,
766,,2,13,0,0,21300,21300,,
767,,2,20,0,0,22000,22000,,
768,,1,2,1,0,10201,10300,,
769,,3,2,3,0,30203,30203,,
770,,3,3,8,0,30308,30308,,
771,,3,2,3,0,30203,30203,,
772,,1,2,1,0,10201,10201,,
773,,3,3,8,0,30308,30308,,
774,,2,1,0,0,20100,20100,,
775,,2,1,0,0,20100,20100,,
776,,1,6,0,0,10600,10600,,
777,,2,13,0,0,21300,21300,,
778,,1,2,1,0,10201,10201,,
779,,1,2,1,0,10201,10201,,
780,,2,1,0,0,20100,20100,,
781,,3,3,8,0,30308,30308,,
782,,2,16,0,0,21600,30201,,
783,,2,1,0,0,20100,20100,,
784,,3,3,8,0,30308,30308,,
785,,1,6,0,0,10600,10600,,
786,,1,2,1,0,10201,10201,,
787,,3,2,3,0,30203,30203,,
788,,2,1,0,0,20100,20100,,
789,,1,3,0,0,10300,10300,,
790,,1,3,0,0,10300,10300,,
791,,2,13,0,0,21300,21300,,
792,,3,2,1,0,30201,30201,,
793,,3,3,8,0,30308,30308,,
794,,1,2,1,0,10201,10201,,
795,,3,3,7,0,30307,30307,,
796,,2,1,0,0,20100,20100,,
797,,1,6,0,0,10600,10600,,
798,,2,7,0,0,20700,20700,,
799,,1,6,0,0,10600,10300,,
800,,2,20,0,0,22000,22000,,
801,,1,2,1,0,10201,10201,,
802,,1,3,0,0,10300,10300,,
803,,2,14,0,0,21400,21400,,
804,,2,3,0,0,20300,20300,,
805,,3,3,8,0,30308,30308,,
806,,1,2,1,0,10201,10201,,
807,,3,2,3,0,30203,30203,,
808,,2,14,0,0,21400,21400,,
809,,3,2,4,0,30204,21400,,
810,,2,2,0,0,20200,20200,,
811,,1,2,1,0,10201,10300,,
812,,2,20,0,0,22000,22000,,
813,,2,13,0,0,21300,21300,,
814,,2,1,0,0,20100,20100,,
815,,2,1,0,0,20100,20100,,
816,,3,3,8,0,30308,30308,,
817,,1,3,0,0,10300,10300,,
818,,1,5,0,0,10500,10500,,
819,,1,2,1,0,10201,10201,,
820,,3,3,6,0,30306,30306,,
821,,2,2,0,0,20200,20200,,
822,,1,2,1,0,10201,10201,,
823,,1,6,0,0,10600,10600,,
824,,3,3,8,0,30308,30308,,
825,,3,3,7,0,30307,30307,,
826,,2,14,0,0,21400,20700,,
827,,3,2,3,0,30203,30203,,
828,,1,2,1,0,10201,10201,,
829,,3,3,7,0,30307,30307,,
830,,1,6,0,0,10600,10600,,
831,,3,2,4,0,30204,30205,,
832,,2,1,0,0,20100,20100,,
833,,2,1,0,0,20100,20100,,
834,,2,1,0,0,20100,20100,,
835,,2,1,0,0,20100,20100,,
836,,2,13,0,0,21300,21300,,
837,,2,1,0,0,20100,20100,,
838,,3,3,7,0,30307,30307,,
839,,2,16,0,0,21600,21600,,
840,,2,14,0,0,21400,21400,,
841,,2,1,0,0,20100,20100,,
842,,1,6,0,0,10600,10600,,
843,,1,2,1,0,10201,10201,,
844,,1,2,1,0,10201,10201,,
845,,1,2,1,0,10201,30205,,
846,,2,1,0,0,20100,20100,,
847,,3,2,1,0,30201,30201,,
848,,2,1,0,0,20100,20100,,
849,,2,13,0,0,21300,21400,,
850,,1,6,0,0,10600,10600,,
851,,2,1,0,0,20100,20100,,
852,,1,2,1,0,10201,30203,,
853,,2,1,0,0,20100,20100,,
854,,1,2,1,0,10201,10201,,
855,,3,3,8,0,30308,30308,,
856,,3,3,8,0,30308,30308,,
857,,2,1,0,0,20100,20100,,
858,,2,13,0,0,21300,21300,,
859,,2,7,0,0,20700,20700,,
860,,2,20,0,0,22000,22000,,
861,,3,3,8,0,30308,30308,,
862,,2,1,0,0,20100,20100,,
863,,1,2,1,0,10201,10600,,
864,,2,8,0,0,20800,20800,,
865,,2,1,0,0,20100,20100,,
866,,1,3,0,0,10300,10300,,
867,,3,2,3,0,30203,30203,,
868,,1,2,1,0,10201,10201,,
869,,3,3,10,0,30310,30310,,
870,,2,20,0,0,22000,22000,,
871,,1,2,1,0,10201,10201,,
872,,1,6,0,0,10600,10600,,
873,,3,2,3,0,30203,30203,,
874,,3,2,3,0,30203,30203,,
875,,3,3,8,0,30308,30308,,
876,,1,2,1,0,10201,10201,,
877,,2,1,0,0,20100,20100,,
878,,2,7,0,0,20700,20700,,
879,,3,3,8,0,30308,30308,,
880,,2,1,0,0,20100,20100,,
881,,2,16,0,0,21600,21600,,
882,,3,3,7,0,30307,30307,,
883,,3,3,8,0,30308,30308,,
884,,2,14,0,0,21400,21400,,
885,,3,2,1,0,30201,30205,,
886,,1,3,0,0,10300,10300,,
887,,2,13,0,0,21300,21300,,
888,,3,3,8,0,30308,30308,,
889,,1,2,1,0,10201,10201,,
890,,3,3,6,0,30306,30306,,
891,,3,2,3,0,30203,30203,,
892,,2,16,0,0,21600,21600,,
893,,2,1,0,0,20100,20100,,
894,,1,4,0,0,10400,10400,,
895,,2,14,0,0,21400,21400,,
896,,2,1,0,0,20100,20100,,
897,,3,3,8,0,30308,30308,,
898,,1,3,0,0,10300,10300,,
899,,3,3,8,0,30308,30308,,
900,,1,6,0,0,10600,10600,,
901,,1,2,1,0,10201,10201,,
902,,1,6,0,0,10600,10600,,
903,,2,1,0,0,20100,20100,,
904,,2,1,0,0,20100,20100,,
905,,1,2,1,0,10201,10201,,
906,,2,16,0,0,21600,21600,,
907,,1,2,1,0,10201,10201,,
908,,1,3,0,0,10300,10300,,
909,,3,2,1,0,30201,30201,,
910,,2,1,0,0,20100,20100,,
911,,1,2,1,0,10201,10201,,
912,,2,16,0,0,21600,21600,,
913,,3,3,7,0,30307,30307,,
914,,2,13,0,0,21300,21300,,
915,,1,6,0,0,10600,10600,,
916,,2,1,0,0,20100,20100,,
917,,1,2,1,0,10201,10201,,
918,,2,1,0,0,20100,20100,,
919,,1,3,0,0,10300,10300,,
920,,2,2,0,0,20200,20200,,
921,,2,1,0,0,20100,20100,,
922,,2,1,0,0,20100,20100,,
923,,1,6,0,0,10600,10600,,
924,,1,3,0,0,10300,10300,,
925,,2,1,0,0,20100,20100,,
926,,1,2,1,0,10201,10201,,
927,,2,16,0,0,21600,21600,,
928,,1,2,1,0,10201,10201,,
929,,2,1,0,0,20100,20600,,
930,,1,6,0,0,10600,20600,,
931,,2,1,0,0,20100,20100,,
932,,1,6,0,0,10600,10600,,
933,,2,14,0,0,21400,21400,,
934,,3,3,7,0,30307,30307,,
935,,3,3,8,0,30308,30308,,
936,,2,1,0,0,20100,20100,,
937,,3,3,7,0,30307,30307,,
938,,2,16,0,0,21600,21600,,
939,,3,3,8,0,30308,30308,,
940,,1,6,0,0,10600,10600,,
941,,2,1,0,0,20100,20100,,
942,,3,3,8,0,30308,30308,,
943,,1,2,1,0,10201,10201,,
944,,2,2,0,0,20200,20200,,
945,,3,3,8,0,30308,30308,,
946,,1,2,1,0,10201,10201,,
947,,2,2,0,0,20200,20200,,
948,,2,1,0,0,20100,20100,,
949,,1,6,0,0,10600,10600,,
950,,1,3,0,0,10300,10300,,
951,,2,1,0,0,20100,20100,,
952,,1,2,1,0,10201,10201,,
953,,3,3,8,0,30308,30308,,
954,,2,14,0,0,21400,30205,,
955,,3,3,7,0,30307,30307,,
956,,1,2,1,0,10201,10201,,
957,,3,2,1,0,30201,30203,,
958,,3,2,4,0,30204,30205,,
959,,3,3,7,0,30307,30307,,
960,,1,3,0,0,10300,10300,,
961,,2,14,0,0,21400,21400,,
962,,1,3,0,0,10300,10300,,
963,,1,2,1,0,10201,10201,,
964,,3,3,8,0,30308,30308,,
965,,1,3,0,0,10300,10300,,
966,,1,2,1,0,10201,10201,,
967,,1,6,0,0,10600,10600,,
968,,3,3,7,0,30307,30307,,
969,,1,2,1,0,10201,10201,,
970,,1,2,1,0,10201,10201,,
971,,1,3,0,0,10300,10300,,
972,,2,20,0,0,22000,22000,,
973,,1,6,0,0,10600,10600,,
974,,2,20,0,0,22000,22000,,
975,,2,14,0,0,21400,21400,,
976,,1,2,1,0,10201,10201,,
977,,2,1,0,0,20100,20100,,
978,,1,2,1,0,10201,10201,,
979,,2,20,0,0,22000,22000,,
980,,1,6,0,0,10600,10600,,
981,,1,2,1,0,10201,10201,,
982,,2,1,0,0,20100,20100,,
983,,1,2,1,0,10201,10201,,
984,,1,3,0,0,10300,10300,,
985,,1,4,0,0,10400,10400,,
986,,2,13,0,0,21300,21300,,
987,,1,4,0,0,10400,10400,,
988,,3,3,7,0,30307,30307,,
989,,2,1,0,0,20100,20100,,
990,,1,4,0,0,10400,10400,,
991,,2,6,0,0,20600,20600,,
992,,2,2,0,0,20200,20200,,
993,,3,3,8,0,30308,30308,,
994,,1,6,0,0,10600,10600,,
995,,2,1,0,0,20100,20100,,
996,,3,2,4,0,30204,20700,,
997,,3,2,3,0,30203,30203,,
998,,2,2,0,0,20200,20200,,
999,,2,1,0,0,20100,20100,,
1000,,2,14,0,0,21400,21400,,
1001,,1,2,1,0,10201,10201,,
1002,,3,2,4,0,30204,30205,,
1003,,3,2,4,0,30204,30205,,
1004,,2,14,0,0,21400,21400,,
1005,,1,2,1,0,10201,10201,,
1006,,1,6,0,0,10600,10600,,
1007,,1,6,0,0,10600,10600,,
1008,,2,1,0,0,20100,20100,,
1009,,3,2,4,0,30204,30203,,
1010,,3,3,8,0,30308,30308,,
1011,,2,1,0,0,20100,20100,,
1012,,1,2,1,0,10201,10201,,
1013,,2,6,0,0,20600,20600,,
1014,,1,6,0,0,10600,10600,,
1015,,2,1,0,0,20100,20100,,
1016,,1,2,1,0,10201,10201,,
1017,,1,6,0,0,10600,10600,,
1018,,3,3,8,0,30308,30308,,
1019,,3,2,3,0,30203,30203,,
1020,,1,2,1,0,10201,10201,,
1021,,2,16,0,0,21600,21600,,
1022,,1,6,0,0,10600,10600,,
1023,,2,1,0,0,20100,20100,,
1024,,1,2,1,0,10201,10201,,
1025,,1,2,1,0,10201,10201,,
1026,,3,3,8,0,30308,30308,,
1027,,3,3,6,0,30306,30306,,
1028,,2,5,0,0,20500,30201,,
1029,,1,2,1,0,10201,10201,,
1030,,1,6,0,0,10600,10600,,
1031,,2,14,0,0,21400,21400,,
1032,,2,1,0,0,20100,20100,,
1033,,1,2,1,0,10201,10201,,
1034,,3,3,6,0,30306,30306,,
1035,,3,3,8,0,30308,30308,,
1036,,2,1,0,0,20100,20100,,
1037,,3,3,8,0,30308,30308,,
1038,,1,4,0,0,10400,10400,,
1039,,3,3,8,0,30308,30308,,
1040,,2,14,0,0,21400,30205,,
1041,,3,3,10,0,30310,30310,,
1042,,1,6,0,0,10600,30205,,
1043,,3,3,8,0,30308,30308,,
1044,,3,2,4,0,30204,30205,,
1045,,3,2,4,0,30204,30205,,
1046,,1,6,0,0,10600,10600,,
1047,,1,2,1,0,10201,10201,,
1048,,1,4,0,0,10400,10400,,
1049,,1,1,1,0,10101,10101,,
1050,,3,3,7,0,30307,30307,,
1051,,3,3,7,0,30307,30307,,
1052,,1,6,0,0,10600,10600,,
1053,,2,1,0,0,20100,20100,,
1054,,1,1,1,0,10101,10101,,
1055,,1,2,1,0,10201,10201,,
1056,,1,1,1,0,10101,10101,,
1057,,1,3,0,0,10300,10600,,
1058,,2,1,0,0,20100,20100,,
1059,,3,3,6,0,30306,30306,,
1060,,1,3,0,0,10300,10300,,
1061,,3,3,8,0,30308,30308,,
1062,,3,2,1,0,30201,21400,,
1063,,2,13,0,0,21300,21300,,
1064,,1,2,1,0,10201,10201,,
1065,,2,13,0,0,21300,21300,,
1066,,1,2,1,0,10201,10201,,
1067,,3,3,8,0,30308,30308,,
1068,,2,16,0,0,21600,21600,,
1069,,1,6,0,0,10600,10600,,
1070,,2,1,0,0,20100,20100,,
1071,,1,3,0,0,10300,10300,,
1072,,3,3,7,0,30307,30307,,
1073,,3,3,7,0,30307,30307,,
1074,,2,1,0,0,20100,20100,,
1075,,3,3,8,0,30308,30308,,
1076,,2,1,0,0,20100,20700,,
1077,,3,2,1,0,30201,30201,,
1078,,1,6,0,0,10600,10600,,
1079,,3,4,0,0,30400,30400,,
1080,,3,3,8,0,30308,30308,,
1081,,1,2,1,0,10201,10201,,
1082,,2,16,0,0,21600,21600,,
1083,,2,1,0,0,20100,20100,,
1084,,1,6,0,0,10600,10600,,
1085,,1,6,0,0,10600,10600,,
1086,,2,1,0,0,20100,20100,,
1087,,2,3,0,0,20300,20300,,
1088,,1,6,0,0,10600,10600,,
1089,,2,2,0,0,20200,20200,,
1090,,2,20,0,0,22000,22000,,
1091,,2,1,0,0,20100,20100,,
1092,,1,3,0,0,10300,10300,,
1093,,2,20,0,0,22000,22000,,
1094,,1,2,1,0,10201,10201,,
1095,,2,20,0,0,22000,22000,,
1096,,3,2,1,0,30201,30201,,
1097,,3,3,7,0,30307,30307,,
1098,,1,3,0,0,10300,10300,,
1099,,3,3,7,0,30307,30307,,
1100,,1,3,0,0,10300,10300,,
1101,,2,1,0,0,20100,20100,,
1102,,3,3,8,0,30308,30308,,
1103,,2,1,0,0,20100,20100,,
1104,,2,1,0,0,20100,20100,,
1105,,1,7,1,0,10701,10701,,
1106,,1,1,1,0,10101,10101,,
1107,,2,1,0,0,20100,20100,,
1108,,2,1,0,0,20100,20100,,
1109,,2,1,0,0,20100,30308,,
1110,,3,3,6,0,30306,30306,,
1111,,3,3,8,0,30308,30308,,
1112,,3,2,1,0,30201,30201,,
1113,,3,3,8,0,30308,30308,,
1114,,2,14,0,0,21400,21400,,
1115,,2,7,0,0,20700,20700,,
1116,,3,3,7,0,30307,30307,,
1117,,2,1,0,0,20100,20100,,
1118,,1,4,0,0,10400,10400,,
1119,,1,2,1,0,10201,10201,,
1120,,1,1,1,0,10101,10101,,
1121,,1,3,0,0,10300,10300,,
1122,,3,3,7,0,30307,30307,,
1123,,2,20,0,0,22000,22000,,
1124,,1,2,1,0,10201,10201,,
1125,,3,2,1,0,30201,30205,,
1126,,2,1,0,0,20100,20100,,
1127,,2,16,0,0,21600,30205,,
1128,,2,1,0,0,20100,20100,,
1129,,2,1,0,0,20100,20100,,
1130,,1,4,0,0,10400,10400,,
1131,,3,3,8,0,30308,30308,,
1132,,2,1,0,0,20100,20100,,
1133,,3,3,7,0,30307,30307,,
1134,,2,1,0,0,20100,20100,,
1135,,2,1,0,0,20100,20100,,
1136,,3,2,1,0,30201,30201,,
1137,,2,5,0,0,20500,20500,,
1138,,2,7,0,0,20700,20700,,
1139,,1,4,0,0,10400,10400,,
1140,,2,3,0,0,20300,20300,,
1141,,1,6,0,0,10600,10600,,
1142,,1,4,0,0,10400,10400,,
1143,,2,1,0,0,20100,20100,,
1144,,1,3,0,0,10300,10300,,
1145,,1,6,0,0,10600,10600,,
1146,,3,2,3,0,30203,30203,,
1147,,1,2,1,0,10201,30205,,
1148,,3,3,7,0,30307,30307,,
1149,,2,20,0,0,22000,22000,,
1150,,3,3,8,0,30308,30308,,
1151,,1,6,0,0,10600,10600,,
1152,,1,3,0,0,10300,10300,,
1153,,3,4,0,0,30400,30400,,
1154,,1,6,0,0,10600,10600,,
1155,,2,14,0,0,21400,21400,,
1156,,1,3,0,0,10300,10300,,
1157,,1,2,1,0,10201,10201,,
1158,,1,4,0,0,10400,10400,,
1159,,2,1,0,0,20100,20100,,
1160,,2,1,0,0,20100,20100,,
1161,,2,16,0,0,21600,21600,,
1162,,2,16,0,0,21600,21600,,
1163,,1,3,0,0,10300,10300,,
1164,,2,13,0,0,21300,21300,,
1165,,1,2,1,0,10201,10201,,
1166,,2,5,0,0,20500,20500,,
1167,,2,14,0,0,21400,21400,,
1168,,3,3,7,0,30307,30307,,
1169,,1,2,1,0,10201,10201,,
1170,,3,3,8,0,30308,30308,,
1171,,2,1,0,0,20100,20100,,
1172,,3,2,3,0,30203,30203,,
1173,,2,1,0,0,20100,20100,,
1174,,1,2,1,0,10201,10201,,
1175,,1,2,1,0,10201,10201,,
1176,,2,1,0,0,20100,20100,,
1177,,1,6,0,0,10600,10600,,
1178,,2,14,0,0,21400,21400,,
1179,,2,14,0,0,21400,21400,,
1180,,1,3,0,0,10300,10300,,
1181,,3,3,8,0,30308,30308,,
1182,,2,1,0,0,20100,20100,,
1183,,3,3,8,0,30308,30308,,
1184,,2,1,0,0,20100,20100,,
1185,,3,3,8,0,30308,30308,,
1186,,1,6,0,0,10600,10600,,
1187,,2,3,0,0,20300,20300,,
1188,,1,7,1,0,10701,10701,,
1189,,2,16,0,0,21600,21600,,
1190,,1,2,1,0,10201,10201,,
1191,,2,13,0,0,21300,21300,,
1192,,1,6,0,0,10600,10600,,
1193,,2,1,0,0,20100,20100,,
1194,,2,13,0,0,21300,21300,,
1195,,1,1,1,0,10101,10101,,
1196,,1,3,0,0,10300,10300,,
1197,,2,14,0,0,21400,21400,,
1198,,2,2,0,0,20200,20200,,
1199,,2,7,0,0,20700,20700,,
1200,,2,2,0,0,20200,20200,,
1201,,1,6,0,0,10600,10600,,
1202,,2,1,0,0,20100,20100,,
1203,,1,2,1,0,10201,10201,,
1204,,3,3,8,0,30308,30308,,
1205,,1,3,0,0,10300,30307,,
1206,,2,16,0,0,21600,21600,,
1207,,1,2,1,0,10201,10201,,
1208,,2,1,0,0,20100,20100,,
1209,,1,2,1,0,10201,10201,,
1210,,1,3,0,0,10300,10300,,
1211,,1,3,0,0,10300,10300,,
1212,,2,14,0,0,21400,21400,,
1213,,3,3,7,0,30307,30307,,
1214,,3,3,7,0,30307,30307,,
1215,,3,3,2,0,30302,30302,,
1216,,2,1,0,0,20100,20100,,
1217,,3,3,7,0,30307,30307,,
1218,,2,14,0,0,21400,21400,,
1219,,2,1,0,0,20100,20100,,
1220,,1,2,1,0,10201,10201,,
1221,,1,6,0,0,10600,10600,,
1222,,3,3,2,0,30302,30302,,
1223,,2,1,0,0,20100,20100,,
1224,,1,3,0,0,10300,10300,,
1225,,2,1,0,0,20100,20100,,
1226,,2,3,0,0,20300,20300,,
1227,,1,2,1,0,10201,10201,,
1228,,2,20,0,0,22000,22000,,
1229,,3,2,4,0,30204,30205,,
1230,,2,16,0,0,21600,21600,,
1231,,3,2,1,0,30201,30201,,
1232,,1,2,1,0,10201,10201,,
1233,,3,3,8,0,30308,30308,,
1234,,2,1,0,0,20100,20300,,
1235,,1,2,1,0,10201,10201,,
1236,,2,1,0,0,20100,20100,,
1237,,2,1,0,0,20100,20100,,
1238,,1,2,1,0,10201,10201,,
1239,,1,2,1,0,10201,10201,,
1240,,2,1,0,0,20100,20100,,
1241,,2,19,0,0,21900,21900,,
1242,,1,2,1,0,10201,10201,,
1243,,2,13,0,0,21300,21300,,
1244,,2,16,0,0,21600,21600,,
1245,,3,3,8,0,30308,30308,,
1246,,1,2,1,0,10201,10201,,
1247,,1,2,1,0,10201,10201,,
1248,,2,1,0,0,20100,20100,,
1249,,1,6,0,0,10600,10600,,
1250,,3,3,8,0,30308,30308,,
1251,,3,3,8,0,30308,30308,,
1252,,1,3,0,0,10300,10300,,
1253,,2,1,0,0,20100,20100,,
1254,,2,13,0,0,21300,21300,,
1255,,3,3,8,0,30308,30308,,
1256,,2,20,0,0,22000,22000,,
1257,,3,2,4,0,30204,30205,,
1258,,2,2,0,0,20200,20200,,
1259,,1,6,0,0,10600,10600,,
1260,,1,2,1,0,10201,10201,,
1261,,1,7,1,0,10701,10701,,
1262,,1,6,0,0,10600,10600,,
1263,,2,1,0,0,20100,20100,,
1264,,1,6,0,0,10600,10600,,
1265,,3,4,0,0,30400,30400,,
1266,,3,3,7,0,30307,30307,,
1267,,3,2,3,0,30203,30203,,
1268,,1,2,1,0,10201,22000,,
1269,,2,1,0,0,20100,20100,,
1270,,2,2,0,0,20200,20200,,
1271,,3,2,4,0,30204,30205,,
1272,,2,7,0,0,20700,20700,,
1273,,2,16,0,0,21600,21600,,
1274,,1,2,1,0,10201,10201,,
1275,,1,7,1,0,10701,10701,,
1276,,2,1,0,0,20100,20100,,
1277,,2,1,0,0,20100,20100,,
1278,,1,2,1,0,10201,10201,,
1279,,3,3,8,0,30308,30308,,
1280,,1,2,1,0,10201,10201,,
1281,,1,2,1,0,10201,10201,,
1282,,1,6,0,0,10600,10600,,
1283,,1,2,1,0,10201,10201,,
1284,,1,6,0,0,10600,10600,,
1285,,1,2,1,0,10201,10201,,
1286,,3,3,8,0,30308,30308,,
1287,,3,2,4,0,30204,30205,,
1288,,2,1,0,0,20100,20100,,
1289,,2,1,0,0,20100,20100,,
1290,,2,1,0,0,20100,20100,,
1291,,2,19,0,0,21900,21900,,
1292,,1,2,1,0,10201,10201,,
1293,,1,6,0,0,10600,10600,,
1294,,2,1,0,0,20100,20100,,
1295,,2,6,0,0,20600,20600,,
1296,,3,3,7,0,30307,30307,,
1297,,1,2,1,0,10201,10201,,
1298,,2,2,0,0,20200,20200,,
1299,,2,6,0,0,20600,20600,,
1300,,3,3,8,0,30308,30308,,
1301,,2,2,0,0,20200,20200,,
1302,,1,6,0,0,10600,10600,,
1303,,2,1,0,0,20100,20100,,
1304,,2,1,0,0,20100,20100,,
1305,,2,14,0,0,21400,30203,,
1306,,1,7,1,0,10701,10701,,
1307,,2,1,0,0,20100,20100,,
1308,,2,16,0,0,21600,21600,,
1309,,2,1,0,0,20100,20100,,
1310,,1,2,1,0,10201,10201,,
1311,,1,2,1,0,10201,10201,,
1312,,1,3,0,0,10300,10600,,
1313,,1,2,1,0,10201,10201,,
1314,,1,3,0,0,10300,10300,,
1315,,3,3,7,0,30307,30307,,
1316,,2,20,0,0,22000,22000,,
1317,,2,1,0,0,20100,20100,,
1318,,2,7,0,0,20700,20700,,
1319,,3,2,3,0,30203,30203,,
1320,,2,1,0,0,20100,20100,,
1321,,1,2,1,0,10201,10201,,
1322,,2,6,0,0,20600,20600,,
1323,,2,1,0,0,20100,20100,,
1324,,1,3,0,0,10300,10300,,
1325,,2,2,0,0,20200,20200,,
1326,,3,3,7,0,30307,30307,,
1327,,2,16,0,0,21600,21600,,
1328,,2,12,0,0,21200,21200,,
1329,,3,2,1,0,30201,30201,,
1330,,3,3,8,0,30308,30308,,
1331,,2,6,0,0,20600,20600,,
1332,,3,2,4,0,30204,21400,,
1333,,2,13,0,0,21300,21300,,
1334,,2,1,0,0,20100,20100,,
1335,,1,7,1,0,10701,10701,,
1336,,3,3,8,0,30308,30308,,
1337,,1,2,1,0,10201,10201,,
1338,,2,1,0,0,20100,20100,,
1339,,1,3,0,0,10300,10300,,
1340,,2,19,0,0,21900,21900,,
1341,,1,4,0,0,10400,10400,,
1342,,1,3,0,0,10300,10300,,
1343,,2,5,0,0,20500,20500,,
1344,,1,3,0,0,10300,30205,,
1345,,1,2,1,0,10201,10201,,
1346,,2,1,0,0,20100,20100,,
1347,,3,2,3,0,30203,21400,,
1348,,2,16,0,0,21600,21600,,
1349,,1,3,0,0,10300,10300,,
1350,,1,6,0,0,10600,10600,,
1351,,1,4,0,0,10400,10400,,
1352,,2,7,0,0,20700,20700,,
1353,,2,14,0,0,21400,21400,,
1354,,2,7,0,0,20700,20700,,
1355,,2,3,0,0,20300,20300,,
1356,,1,2,1,0,10201,10201,,
1357,,2,7,0,0,20700,20700,,
1358,,3,2,4,0,30204,30205,,
1359,,1,6,0,0,10600,10600,,
1360,,1,2,1,0,10201,10201,,
1361,,2,1,0,0,20100,20100,,
1362,,1,6,0,0,10600,10600,,
1363,,1,2,1,0,10201,10201,,
1364,,2,2,0,0,20200,20200,,
1365,,2,5,0,0,20500,20500,,
1366,,2,16,0,0,21600,21600,,
1367,,3,3,8,0,30308,30308,,
1368,,2,5,0,0,20500,20500,,
1369,,1,2,1,0,10201,10201,,
1370,,3,3,7,0,30307,30307,,
1371,,2,1,0,0,20100,30308,,
1372,,2,14,0,0,21400,21400,,
1373,,1,3,0,0,10300,10300,,
1374,,1,2,1,0,10201,10201,,
1375,,1,4,0,0,10400,10400,,
1376,,2,1,0,0,20100,20100,,
1377,,2,14,0,0,21400,21400,,
1378,,2,19,0,0,21900,21900,,
1379,,1,6,0,0,10600,10600,,
1380,,2,3,0,0,20300,20300,,
1381,,3,2,3,0,30203,30203,,
1382,,2,14,0,0,21400,21400,,
1383,,1,3,0,0,10300,10300,,
1384,,1,6,0,0,10600,10600,,
1385,,2,3,0,0,20300,20300,,
1386,,2,6,0,0,20600,20600,,
1387,,1,2,1,0,10201,10201,,
1388,,1,3,0,0,10300,10300,,
1389,,1,2,1,0,10201,10201,,
1390,,2,2,0,0,20200,20200,,
1391,,2,2,0,0,20200,20200,,
1392,,3,2,1,0,30201,30205,,
1393,,2,7,0,0,20700,20700,,
1394,,2,19,0,0,21900,21900,,
1395,,1,6,0,0,10600,10600,,
1396,,3,3,8,0,30308,30308,,
1397,,1,3,0,0,10300,10300,,
1398,,3,3,8,0,30308,30308,,
1399,,3,3,6,0,30306,30306,,
1400,,2,16,0,0,21600,21600,,
1401,,3,3,7,0,30307,30307,,
1402,,3,2,4,0,30204,30205,,
1403,,1,2,1,0,10201,10201,,
1404,,2,1,0,0,20100,20100,,
1405,,3,2,4,0,30204,30205,,
1406,,3,2,4,0,30204,30205,,
1407,,2,14,0,0,21400,21400,,
1408,,3,2,3,0,30203,30203,,
1409,,3,3,8,0,30308,30308,,
1410,,2,16,0,0,21600,21600,,
1411,,1,2,1,0,10201,10201,,
1412,,1,2,1,0,10201,10201,,
1413,,2,7,0,0,20700,20700,,
1414,,1,2,1,0,10201,10201,,
1415,,1,6,0,0,10600,10600,,
1416,,3,2,3,0,30203,30203,,
1417,,2,14,0,0,21400,21400,,
1418,,2,1,0,0,20100,20100,,
1419,,2,1,0,0,20100,20100,,
1420,,2,13,0,0,21300,21300,,
1421,,2,13,0,0,21300,21300,,
1422,,3,3,8,0,30308,30308,,
1423,,2,2,0,0,20200,20300,,
1424,,1,2,1,0,10201,10201,,
1425,,1,6,0,0,10600,10600,,
1426,,2,19,0,0,21900,21900,,
1427,,2,20,0,0,22000,22000,,
1428,,3,1,1,0,30101,30101,,
1429,,1,4,0,0,10400,10400,,
1430,,2,13,0,0,21300,21300,,
1431,,1,2,1,0,10201,10201,,
1432,,3,3,7,0,30307,30307,,
1433,,1,6,0,0,10600,10600,,
1434,,3,2,3,0,30203,20100,,
1435,,3,3,8,0,30308,30308,,
1436,,1,2,1,0,10201,10201,,
1437,,3,3,8,0,30308,30308,,
1438,,1,2,1,0,10201,10201,,
1439,,3,3,7,0,30307,30307,,
1440,,3,2,3,0,30203,30307,,
1441,,1,6,0,0,10600,10600,,
1442,,2,16,0,0,21600,21600,,
1443,,1,6,0,0,10600,10600,,
1444,,3,2,3,0,30203,30203,,
1445,,1,2,1,0,10201,10201,,
