1.45902678011907e+005,-1.25367370454131e+006
1.44637453073707e+005,-1.25368694425409e+006
1.44627833343698e+005,-1.25276377950317e+006
1.45892974073686e+005,-1.25275053648215e+006
1.45902678011907e+005,-1.25367370454131e+006
23,
1.47167907504647e+005,-1.25366034943591e+006
1.45902678011907e+005,-1.25367370454131e+006
1.45892974073686e+005,-1.25275053648215e+006
1.47158119356367e+005,-1.25273717803969e+006
1.47167907504647e+005,-1.25366034943591e+006
24,
1.48433141591435e+005,-1.25364687893534e+006
1.47167907504647e+005,-1.25366034943591e+006
1.47158119356367e+005,-1.25273717803969e+006
1.48423269231234e+005,-1.25272370417326e+006
1.48433141591435e+005,-1.25364687893534e+006
25,
1.49698380311768e+005,-1.25363329303707e+006
1.48433141591435e+005,-1.25364687893534e+006
1.48423269231234e+005,-1.25272370417326e+006
1.49688423737768e+005,-1.25271011488029e+006
1.49698380311768e+005,-1.25363329303707e+006
26,
1.50963623705150e+005,-1.25361959173849e+006
1.49698380311768e+005,-1.25363329303707e+006
1.49688423737768e+005,-1.25271011488029e+006
1.50953582915458e+005,-1.25269641015820e+006
1.50963623705150e+005,-1.25361959173849e+006
27,
1.52228871811085e+005,-1.25360577503700e+006
1.50963623705150e+005,-1.25361959173849e+006
1.50953582915458e+005,-1.25269641015820e+006
1.52218746803790e+005,-1.25268259000439e+006
1.52228871811085e+005,-1.25360577503700e+006
28,
1.53494124669072e+005,-1.25359184292998e+006
1.52228871811085e+005,-1.25360577503700e+006
1.52218746803790e+005,-1.25268259000439e+006
1.53483915442248e+005,-1.25266865441623e+006
1.53494124669072e+005,-1.25359184292998e+006
29,
1.54759382318619e+005,-1.25357779541479e+006
1.53494124669072e+005,-1.25359184292998e+006
1.53483915442248e+005,-1.25266865441623e+006
1.54749088870324e+005,-1.25265460339108e+006
1.54759382318619e+005,-1.25357779541479e+006
30,
1.56024644799220e+005,-1.25356363248874e+006
1.54759382318619e+005,-1.25357779541479e+006
1.54749088870324e+005,-1.25265460339108e+006
1.56014267127496e+005,-1.25264043692625e+006
1.56024644799220e+005,-1.25356363248874e+006
31,
1.44627833343698e+005,-1.25276377950317e+006
1.43362697126930e+005,-1.25277690710527e+006
1.43353158576433e+005,-1.25185374467180e+006
1.44618210560101e+005,-1.25184061379139e+006
1.44627833343698e+005,-1.25276377950317e+006
32,
1.45892974073686e+005,-1.25275053648215e+006
1.44627833343698e+005,-1.25276377950317e+006
1.44618210560101e+005,-1.25184061379139e+006
1.45883267055157e+005,-1.25182736746325e+006
1.45892974073686e+005,-1.25275053648215e+006
33,
1.47158119356367e+005,-1.25273717803969e+006
1.45892974073686e+005,-1.25275053648215e+006
1.45883267055157e+005,-1.25182736746325e+006
1.47148328101061e+005,-1.25181400568486e+006
1.47158119356367e+005,-1.25273717803969e+006
34,
1.48423269231234e+005,-1.25272370417326e+006
1.47158119356367e+005,-1.25273717803969e+006
1.47148328101061e+005,-1.25181400568486e+006
1.48413393737289e+005,-1.25180052845370e+006
1.48423269231234e+005,-1.25272370417326e+006
35,
1.49688423737768e+005,-1.25271011488029e+006
1.48423269231234e+005,-1.25272370417326e+006
1.48413393737289e+005,-1.25180052845370e+006
1.49678464003305e+005,-1.25178693576718e+006
1.49688423737768e+005,-1.25271011488029e+006
36,
1.50953582915458e+005,-1.25269641015820e+006
1.49688423737768e+005,-1.25271011488029e+006
1.49678464003305e+005,-1.25178693576718e+006
1.50943538938583e+005,-1.25177322762275e+006
1.50953582915458e+005,-1.25269641015820e+006
37,
1.52218746803790e+005,-1.25268259000439e+006
1.50953582915458e+005,-1.25269641015820e+006
1.50943538938583e+005,-1.25177322762275e+006
1.52208618582593e+005,-1.25175940401778e+006
1.52218746803790e+005,-1.25268259000439e+006
38,
1.53483915442248e+005,-1.25266865441623e+006
1.52218746803790e+005,-1.25268259000439e+006
1.52208618582593e+005,-1.25175940401778e+006
1.53473702974801e+005,-1.25174546494965e+006
1.53483915442248e+005,-1.25266865441623e+006
39,
1.54749088870324e+005,-1.25265460339108e+006
1.53483915442248e+005,-1.25266865441623e+006
1.53473702974801e+005,-1.25174546494965e+006
1.54738792154687e+005,-1.25173141041572e+006
1.54749088870324e+005,-1.25265460339108e+006
40,
1.56014267127496e+005,-1.25264043692625e+006
1.54749088870324e+005,-1.25265460339108e+006
1.54738792154687e+005,-1.25173141041572e+006
1.56003886161709e+005,-1.25171724041331e+006
1.56014267127496e+005,-1.25264043692625e+006
41,
1.44618210560101e+005,-1.25184061379139e+006
1.43353158576433e+005,-1.25185374467180e+006
1.43343616999259e+005,-1.25093058127613e+006
1.44608584723109e+005,-1.25091744711851e+006
1.44618210560101e+005,-1.25184061379139e+006
42,
1.45883267055157e+005,-1.25182736746325e+006
1.44618210560101e+005,-1.25184061379139e+006
1.44608584723109e+005,-1.25091744711851e+006
1.45873556956518e+005,-1.25090419748437e+006
1.45883267055157e+005,-1.25182736746325e+006
43,
1.47148328101061e+005,-1.25181400568486e+006
1.45883267055157e+005,-1.25182736746325e+006
1.45873556956518e+005,-1.25090419748437e+006
1.47138533738928e+005,-1.25089083237118e+006
1.47148328101061e+005,-1.25181400568486e+006
44,
1.48413393737289e+005,-1.25180052845370e+006
1.47148328101061e+005,-1.25181400568486e+006
1.47138533738928e+005,-1.25089083237118e+006
1.48403515109799e+005,-1.25087735177642e+006
1.48413393737289e+005,-1.25180052845370e+006
45,
1.49678464003305e+005,-1.25178693576718e+006
1.48413393737289e+005,-1.25180052845370e+006
1.48403515109799e+005,-1.25087735177642e+006
1.49668501108580e+005,-1.25086375569751e+006
1.49678464003305e+005,-1.25178693576718e+006
46,
1.50943538938583e+005,-1.25177322762275e+006
1.49678464003305e+005,-1.25178693576718e+006
1.49668501108580e+005,-1.25086375569751e+006
1.50933491774728e+005,-1.25085004413188e+006
1.50943538938583e+005,-1.25177322762275e+006
47,
1.52208618582593e+005,-1.25175940401778e+006
1.50943538938583e+005,-1.25177322762275e+006
1.50933491774728e+005,-1.25085004413188e+006
1.52198487147698e+005,-1.25083621707692e+006
1.52208618582593e+005,-1.25175940401778e+006
48,
1.53473702974801e+005,-1.25174546494965e+006
1.52208618582593e+005,-1.25175940401778e+006
1.52198487147698e+005,-1.25083621707692e+006
1.53463487266939e+005,-1.25082227453000e+006
1.53473702974801e+005,-1.25174546494965e+006
49,
1.54738792154687e+005,-1.25173141041572e+006
1.53473702974801e+005,-1.25174546494965e+006
1.53463487266939e+005,-1.25082227453000e+006
1.54728492171915e+005,-1.25080821648848e+006
1.54738792154687e+005,-1.25173141041572e+006
50,
1.56003886161709e+005,-1.25171724041331e+006
1.54738792154687e+005,-1.25173141041572e+006
1.54728492171915e+005,-1.25080821648848e+006
1.55993501902068e+005,-1.25079404294969e+006
1.56003886161709e+005,-1.25171724041331e+006
51,
1.44608584723109e+005,-1.25091744711851e+006
1.43343616999259e+005,-1.25093058127613e+006
1.43334072395600e+005,-1.25000741691800e+006
1.44598955832918e+005,-1.24999427948429e+006
1.44608584723109e+005,-1.25091744711851e+006
52,
1.45873556956518e+005,-1.25090419748437e+006
1.44608584723109e+005,-1.25091744711851e+006
1.44598955832918e+005,-1.24999427948429e+006
1.45863843777964e+005,-1.24998102654526e+006
1.45873556956518e+005,-1.25090419748437e+006
53,
1.47138533738928e+005,-1.25089083237118e+006
1.45873556956518e+005,-1.25090419748437e+006
1.45863843777964e+005,-1.24998102654526e+006
1.47128736270165e+005,-1.24996765809840e+006
1.47138533738928e+005,-1.25089083237118e+006
54,
1.48403515109799e+005,-1.25087735177642e+006
1.47138533738928e+005,-1.25089083237118e+006
1.47128736270165e+005,-1.24996765809840e+006
1.48393633348964e+005,-1.24995417414118e+006
1.48403515109799e+005,-1.25087735177642e+006
55,
1.49668501108580e+005,-1.25086375569751e+006
1.48403515109799e+005,-1.25087735177642e+006
1.48393633348964e+005,-1.24995417414118e+006
1.49658535053795e+005,-1.24994057467102e+006
1.49668501108580e+005,-1.25086375569751e+006
56,
1.50933491774728e+005,-1.25085004413188e+006
1.49668501108580e+005,-1.25086375569751e+006
1.49658535053795e+005,-1.24994057467102e+006
1.50923441424096e+005,-1.24992685968536e+006
1.50933491774728e+005,-1.25085004413188e+006
57,
1.52198487147698e+005,-1.25083621707692e+006
1.50933491774728e+005,-1.25085004413188e+006
1.50923441424096e+005,-1.24992685968536e+006
1.52188352499310e+005,-1.24991302918157e+006
1.52198487147698e+005,-1.25083621707692e+006
58,
1.53463487266939e+005,-1.25082227453000e+006
1.52198487147698e+005,-1.25083621707692e+006
1.52188352499310e+005,-1.24991302918157e+006
1.53453268318868e+005,-1.24989908315704e+006
1.53463487266939e+005,-1.25082227453000e+006
59,
1.54728492171915e+005,-1.25080821648848e+006
1.53463487266939e+005,-1.25082227453000e+006
1.53453268318868e+005,-1.24989908315704e+006
1.54718188922217e+005,-1.24988502160912e+006
1.54728492171915e+005,-1.25080821648848e+006
60,
1.55993501902068e+005,-1.25079404294969e+006
1.54728492171915e+005,-1.25080821648848e+006
1.54718188922217e+005,-1.24988502160912e+006
1.55983114348785e+005,-1.24987084453513e+006
1.55993501902068e+005,-1.25079404294969e+006
61,
1.44598955832918e+005,-1.24999427948429e+006
1.43334072395600e+005,-1.25000741691800e+006
1.43324524765649e+005,-1.24908425159718e+006
1.44589323889723e+005,-1.24907111088848e+006
1.44598955832918e+005,-1.24999427948429e+006
62,
1.45863843777964e+005,-1.24998102654526e+006
1.44598955832918e+005,-1.24999427948429e+006
1.44589323889723e+005,-1.24907111088848e+006
1.45854127519693e+005,-1.24905785464569e+006
1.45863843777964e+005,-1.24998102654526e+006
63,
1.47128736270165e+005,-1.24996765809840e+006
1.45863843777964e+005,-1.24998102654526e+006
1.45854127519693e+005,-1.24905785464569e+006
1.47118935694971e+005,-1.24904448286629e+006
1.47128736270165e+005,-1.24996765809840e+006
64,
1.48393633348964e+005,-1.24995417414118e+006
1.47128736270165e+005,-1.24996765809840e+006
1.47118935694971e+005,-1.24904448286629e+006
1.48383748454985e+005,-1.24903099554774e+006
1.48393633348964e+005,-1.24995417414118e+006
65,
1.49658535053795e+005,-1.24994057467102e+006
1.48393633348964e+005,-1.24995417414118e+006
1.48383748454985e+005,-1.24903099554774e+006
1.49648565839151e+005,-1.24901739268749e+006
1.49658535053795e+005,-1.24994057467102e+006
66,
1.50923441424096e+005,-1.24992685968536e+006
1.49658535053795e+005,-1.24994057467102e+006
1.49648565839151e+005,-1.24901739268749e+006
1.50913387886892e+005,-1.24900367428294e+006
1.50923441424096e+005,-1.24992685968536e+006
67,
1.52188352499310e+005,-1.24991302918157e+006
1.50923441424096e+005,-1.24992685968536e+006
1.50913387886892e+005,-1.24900367428294e+006
1.52178214637635e+005,-1.24898984033150e+006
1.52188352499310e+005,-1.24991302918157e+006
68,
1.53453268318868e+005,-1.24989908315704e+006
1.52188352499310e+005,-1.24991302918157e+006
1.52178214637635e+005,-1.24898984033150e+006
1.53443046130794e+005,-1.24897589083053e+006
1.53453268318868e+005,-1.24989908315704e+006
69,
1.54718188922217e+005,-1.24988502160912e+006
1.53453268318868e+005,-1.24989908315704e+006
1.53443046130794e+005,-1.24897589083053e+006
1.54707882405801e+005,-1.24896182577739e+006
1.54718188922217e+005,-1.24988502160912e+006
70,
1.55983114348785e+005,-1.24987084453513e+006
1.54718188922217e+005,-1.24988502160912e+006
1.54707882405801e+005,-1.24896182577739e+006
1.55972723502068e+005,-1.24894764516941e+006
1.55983114348785e+005,-1.24987084453513e+006
71,
1.44589323889723e+005,-1.24907111088848e+006
1.43324524765649e+005,-1.24908425159718e+006
1.43314974109600e+005,-1.24816108531344e+006
1.44579688893718e+005,-1.24814794133085e+006
1.44589323889723e+005,-1.24907111088848e+006
72,
1.45854127519693e+005,-1.24905785464569e+006
1.44589323889723e+005,-1.24907111088848e+006
1.44579688893718e+005,-1.24814794133085e+006
1.45844408181901e+005,-1.24813468178541e+006
1.45854127519693e+005,-1.24905785464569e+006
73,
1.47118935694971e+005,-1.24904448286629e+006
1.45854127519693e+005,-1.24905785464569e+006
1.45844408181901e+005,-1.24813468178541e+006
1.47109132013545e+005,-1.24812130667460e+006
1.47118935694971e+005,-1.24904448286629e+006
74,
1.48383748454985e+005,-1.24903099554774e+006
1.47118935694971e+005,-1.24904448286629e+006
1.47109132013545e+005,-1.24812130667460e+006
1.48373860428061e+005,-1.24810781599587e+006
1.48383748454985e+005,-1.24903099554774e+006
75,
1.49648565839151e+005,-1.24901739268749e+006
1.48383748454985e+005,-1.24903099554774e+006
1.48373860428061e+005,-1.24810781599587e+006
1.49638593464850e+005,-1.24809420974666e+006
1.49648565839151e+005,-1.24901739268749e+006
76,
1.50913387886892e+005,-1.24900367428294e+006
1.49648565839151e+005,-1.24901739268749e+006
1.49638593464850e+005,-1.24809420974666e+006
1.50903331163319e+005,-1.24808048792439e+006
1.50913387886892e+005,-1.24900367428294e+006
77,
1.52178214637635e+005,-1.24898984033150e+006
1.50913387886892e+005,-1.24900367428294e+006
1.50903331163319e+005,-1.24808048792439e+006
1.52168073562877e+005,-1.24806665052646e+006
1.52178214637635e+005,-1.24898984033150e+006
78,
1.53443046130794e+005,-1.24897589083053e+006
1.52178214637635e+005,-1.24898984033150e+006
1.52168073562877e+005,-1.24806665052646e+006
1.53432820702925e+005,-1.24805269755024e+006
1.53443046130794e+005,-1.24897589083053e+006
79,
1.54707882405801e+005,-1.24896182577739e+006
1.53443046130794e+005,-1.24897589083053e+006
1.53432820702925e+005,-1.24805269755024e+006
1.54697572622877e+005,-1.24803862899307e+006
1.54707882405801e+005,-1.24896182577739e+006
80,
1.55972723502068e+005,-1.24894764516941e+006
1.54707882405801e+005,-1.24896182577739e+006
1.54697572622877e+005,-1.24803862899307e+006
1.55962329362130e+005,-1.24802444485229e+006
1.55972723502068e+005,-1.24894764516941e+006
81,
1.44579688893718e+005,-1.24814794133085e+006
1.43314974109600e+005,-1.24816108531344e+006
1.43305420427645e+005,-1.24723791806651e+006
1.44570050845098e+005,-1.24722477081116e+006
1.44579688893718e+005,-1.24814794133085e+006
82,
1.45844408181901e+005,-1.24813468178541e+006
1.44579688893718e+005,-1.24814794133085e+006
1.44570050845098e+005,-1.24722477081116e+006
1.45834685764785e+005,-1.24721150796419e+006
1.45844408181901e+005,-1.24813468178541e+006
83,
1.47109132013545e+005,-1.24812130667460e+006
1.45844408181901e+005,-1.24813468178541e+006
1.45834685764785e+005,-1.24721150796419e+006
1.47099325226084e+005,-1.24719812952309e+006
1.47109132013545e+005,-1.24812130667460e+006
84,
1.48373860428061e+005,-1.24810781599587e+006
1.47109132013545e+005,-1.24812130667460e+006
1.47099325226084e+005,-1.24719812952309e+006
1.48363969268392e+005,-1.24718463548531e+006
1.48373860428061e+005,-1.24810781599587e+006
85,
1.49638593464850e+005,-1.24809420974666e+006
1.48373860428061e+005,-1.24810781599587e+006
1.48363969268392e+005,-1.24718463548531e+006
1.49628617931094e+005,-1.24717102584830e+006
1.49638593464850e+005,-1.24809420974666e+006
86,
1.50903331163319e+005,-1.24808048792439e+006
1.49638593464850e+005,-1.24809420974666e+006
1.49628617931094e+005,-1.24717102584830e+006
1.50893271253580e+005,-1.24715730060947e+006
1.50903331163319e+005,-1.24808048792439e+006
87,
1.52168073562877e+005,-1.24806665052646e+006
1.50903331163319e+005,-1.24808048792439e+006
1.50893271253580e+005,-1.24715730060947e+006
1.52157929275243e+005,-1.24714345976622e+006
1.52168073562877e+005,-1.24806665052646e+006
88,
1.53432820702925e+005,-1.24805269755024e+006
1.52168073562877e+005,-1.24806665052646e+006
1.52157929275243e+005,-1.24714345976622e+006
1.53422592035468e+005,-1.24712950331591e+006
1.53432820702925e+005,-1.24805269755024e+006
89,
1.54697572622877e+005,-1.24803862899307e+006
1.53432820702925e+005,-1.24805269755024e+006
1.53422592035468e+005,-1.24712950331591e+006
1.54687259573653e+005,-1.24711543125590e+006
1.54697572622877e+005,-1.24803862899307e+006
90,
1.55962329362130e+005,-1.24802444485229e+006
1.54697572622877e+005,-1.24803862899307e+006
1.54687259573653e+005,-1.24711543125590e+006
1.55951931929179e+005,-1.24710124358352e+006
1.55962329362130e+005,-1.24802444485229e+006
91,
1.44570050845098e+005,-1.24722477081116e+006
1.43305420427645e+005,-1.24723791806651e+006
1.43295863719979e+005,-1.24631474985617e+006
1.44560409744059e+005,-1.24630159932916e+006
1.44570050845098e+005,-1.24722477081116e+006
92,
1.45834685764785e+005,-1.24721150796419e+006
1.44570050845098e+005,-1.24722477081116e+006
1.44560409744059e+005,-1.24630159932916e+006
1.45824960268541e+005,-1.24628833318178e+006
1.45834685764785e+005,-1.24721150796419e+006
93,
1.47099325226084e+005,-1.24719812952309e+006
1.45834685764785e+005,-1.24721150796419e+006
1.45824960268541e+005,-1.24628833318178e+006
1.47089515332788e+005,-1.24627495141152e+006
1.47099325226084e+005,-1.24719812952309e+006
94,
1.48363969268392e+005,-1.24718463548531e+006
1.47099325226084e+005,-1.24719812952309e+006
1.47089515332788e+005,-1.24627495141152e+006
1.48354074976180e+005,-1.24626145401584e+006
1.48363969268392e+005,-1.24718463548531e+006
95,
1.49628617931094e+005,-1.24717102584830e+006
1.48363969268392e+005,-1.24718463548531e+006
1.48354074976180e+005,-1.24626145401584e+006
1.49618639238084e+005,-1.24624784099218e+006
1.49628617931094e+005,-1.24717102584830e+006
96,
1.50893271253580e+005,-1.24715730060947e+006
1.49628617931094e+005,-1.24717102584830e+006
1.49618639238084e+005,-1.24624784099218e+006
1.50883208157878e+005,-1.24623411233794e+006
1.50893271253580e+005,-1.24715730060947e+006
97,
1.52157929275243e+005,-1.24714345976622e+006
1.50893271253580e+005,-1.24715730060947e+006
1.50883208157878e+005,-1.24623411233794e+006
1.52147781774937e+005,-1.24622026805053e+006
1.52157929275243e+005,-1.24714345976622e+006
98,
1.53422592035468e+005,-1.24712950331591e+006
1.52157929275243e+005,-1.24714345976622e+006
1.52147781774937e+005,-1.24622026805053e+006
1.53412360128630e+005,-1.24620630812732e+006
1.53422592035468e+005,-1.24712950331591e+006
99,
1.54687259573653e+005,-1.24711543125590e+006
1.53422592035468e+005,-1.24712950331591e+006
1.53412360128630e+005,-1.24620630812732e+006
1.54676943258338e+005,-1.24619223256566e+006
1.54687259573653e+005,-1.24711543125590e+006
100,
1.55951931929179e+005,-1.24710124358352e+006
1.54687259573653e+005,-1.24711543125590e+006
1.54676943258338e+005,-1.24619223256566e+006
1.55941531203427e+005,-1.24617804136287e+006
1.55951931929179e+005,-1.24710124358352e+006
101,
1.44560409744059e+005,-1.24630159932916e+006
1.43295863719979e+005,-1.24631474985617e+006
1.43286303986794e+005,-1.24539158068217e+006
1.44550765590795e+005,-1.24537842688461e+006
1.44560409744059e+005,-1.24630159932916e+006
102,
1.45824960268541e+005,-1.24628833318178e+006
1.44560409744059e+005,-1.24630159932916e+006
1.44550765590795e+005,-1.24537842688461e+006
1.45815231693367e+005,-1.24536515743795e+006
1.45824960268541e+005,-1.24628833318178e+006
103,
1.47089515332788e+005,-1.24627495141152e+006
1.45824960268541e+005,-1.24628833318178e+006
1.45815231693367e+005,-1.24536515743795e+006
1.47079702333854e+005,-1.24535177233966e+006
1.47089515332788e+005,-1.24627495141152e+006
104,
1.48354074976180e+005,-1.24626145401584e+006
1.47089515332788e+005,-1.24627495141152e+006
1.47079702333854e+005,-1.24535177233966e+006
1.48344177551623e+005,-1.24533827158721e+006
1.48354074976180e+005,-1.24626145401584e+006
105,
1.49618639238084e+005,-1.24624784099218e+006
1.48354074976180e+005,-1.24626145401584e+006
1.48344177551623e+005,-1.24533827158721e+006
1.49608657386024e+005,-1.24532465517804e+006
1.49618639238084e+005,-1.24624784099218e+006
106,
1.50883208157878e+005,-1.24623411233794e+006
1.49618639238084e+005,-1.24624784099218e+006
1.49608657386024e+005,-1.24532465517804e+006
1.50873141876418e+005,-1.24531092310956e+006
1.50883208157878e+005,-1.24623411233794e+006
107,
1.52147781774937e+005,-1.24622026805053e+006
1.50883208157878e+005,-1.24623411233794e+006
1.50873141876418e+005,-1.24531092310956e+006
1.52137631062165e+005,-1.24529707537916e+006
1.52147781774937e+005,-1.24622026805053e+006
108,
1.53412360128630e+005,-1.24620630812732e+006
1.52147781774937e+005,-1.24622026805053e+006
1.52137631062165e+005,-1.24529707537916e+006
1.53402124982617e+005,-1.24528311198423e+006
1.53412360128630e+005,-1.24620630812732e+006
109,
1.54676943258338e+005,-1.24619223256566e+006
1.53412360128630e+005,-1.24620630812732e+006
1.53402124982617e+005,-1.24528311198423e+006
1.54666623677141e+005,-1.24526903292210e+006
1.54676943258338e+005,-1.24619223256566e+006
110,
1.55941531203427e+005,-1.24617804136287e+006
1.54676943258338e+005,-1.24619223256566e+006
1.54666623677141e+005,-1.24526903292210e+006
1.55931127185084e+005,-1.24525483819011e+006
1.55941531203427e+005,-1.24617804136287e+006
111,
1.44550765590795e+005,-1.24537842688461e+006
1.43286303986794e+005,-1.24539158068217e+006
1.43276741228284e+005,-1.24446841054428e+006
1.44541118385502e+005,-1.24445525347728e+006
1.44550765590795e+005,-1.24537842688461e+006
112,
1.45815231693367e+005,-1.24536515743795e+006
1.44550765590795e+005,-1.24537842688461e+006
1.44541118385502e+005,-1.24445525347728e+006
1.45805500039458e+005,-1.24444198073244e+006
1.45815231693367e+005,-1.24536515743795e+006
113,
1.47079702333854e+005,-1.24535177233966e+006
1.45815231693367e+005,-1.24536515743795e+006
1.45805500039458e+005,-1.24444198073244e+006
1.47069886229482e+005,-1.24442859230726e+006
1.47079702333854e+005,-1.24535177233966e+006
114,
1.48344177551623e+005,-1.24533827158721e+006
1.47079702333854e+005,-1.24535177233966e+006
1.47069886229482e+005,-1.24442859230726e+006
1.48334276994922e+005,-1.24441508819918e+006
1.48344177551623e+005,-1.24533827158721e+006
115,
1.49608657386024e+005,-1.24532465517804e+006
1.48344177551623e+005,-1.24533827158721e+006
1.48334276994922e+005,-1.24441508819918e+006
1.49598672375114e+005,-1.24440146840565e+006
1.49608657386024e+005,-1.24532465517804e+006
116,
1.50873141876418e+005,-1.24531092310956e+006
1.49608657386024e+005,-1.24532465517804e+006
1.49598672375114e+005,-1.24440146840565e+006
1.50863072409403e+005,-1.24438773292408e+006
1.50873141876418e+005,-1.24531092310956e+006
117,
1.52137631062165e+005,-1.24529707537916e+006
1.50873141876418e+005,-1.24531092310956e+006
1.50863072409403e+005,-1.24438773292408e+006
1.52127477137132e+005,-1.24437388175187e+006
1.52137631062165e+005,-1.24529707537916e+006
118,
1.53402124982617e+005,-1.24528311198423e+006
1.52137631062165e+005,-1.24529707537916e+006
1.52127477137132e+005,-1.24437388175187e+006
1.53391886597637e+005,-1.24435991488639e+006
1.53402124982617e+005,-1.24528311198423e+006
119,
1.54666623677141e+005,-1.24526903292210e+006
1.53402124982617e+005,-1.24528311198423e+006
1.53391886597637e+005,-1.24435991488639e+006
